measured0,measured1,measured2,range0,range1,range2,range3,range4,range5,uuid,timestamp,range,measured,res
39,23,41,20,80,10,20,30,70,56690,2021-06-13 10:14:53,"[20, 80, 10, 20, 30, 70]","[39, 23, 41]",0
31,11,48,20,80,10,20,30,70,65921,2021-06-11 14:18:38,"[20, 80, 10, 20, 30, 70]","[31, 11, 48]",1
31,6,67,20,80,10,20,30,70,63827,2021-06-27 16:58:27,"[20, 80, 10, 20, 30, 70]","[31, 6, 67]",0
27,17,50,20,80,10,20,30,70,27631,2021-06-25 10:13:34,"[20, 80, 10, 20, 30, 70]","[27, 17, 50]",1
36,16,51,20,80,10,20,30,70,11561,2021-06-29 11:17:17,"[20, 80, 10, 20, 30, 70]","[36, 16, 51]",1
56,8,33,20,80,10,20,30,70,19618,2021-06-12 08:28:58,"[20, 80, 10, 20, 30, 70]","[56, 8, 33]",0
18,16,76,20,80,10,20,30,70,64964,2021-06-16 08:50:44,"[20, 80, 10, 20, 30, 70]","[18, 16, 76]",0
56,19,36,20,80,10,20,30,70,43386,2021-06-20 09:10:40,"[20, 80, 10, 20, 30, 70]","[56, 19, 36]",1
66,15,50,20,80,10,20,30,70,52098,2021-06-27 14:17:33,"[20, 80, 10, 20, 30, 70]","[66, 15, 50]",1
77,6,68,20,80,10,20,30,70,39321,2021-06-16 13:39:24,"[20, 80, 10, 20, 30, 70]","[77, 6, 68]",0
18,13,31,20,80,10,20,30,70,47840,2021-06-27 14:47:22,"[20, 80, 10, 20, 30, 70]","[18, 13, 31]",0
59,18,43,20,80,10,20,30,70,12147,2021-06-11 15:38:56,"[20, 80, 10, 20, 30, 70]","[59, 18, 43]",1
41,25,61,20,80,10,20,30,70,56451,2021-06-29 11:53:33,"[20, 80, 10, 20, 30, 70]","[41, 25, 61]",0
27,21,33,20,80,10,20,30,70,70650,2021-06-20 18:10:04,"[20, 80, 10, 20, 30, 70]","[27, 21, 33]",0
33,15,41,20,80,10,20,30,70,75375,2021-06-27 15:42:28,"[20, 80, 10, 20, 30, 70]","[33, 15, 41]",1
62,5,28,20,80,10,20,30,70,84327,2021-06-14 16:46:02,"[20, 80, 10, 20, 30, 70]","[62, 5, 28]",0
47,8,56,20,80,10,20,30,70,85170,2021-06-22 18:24:57,"[20, 80, 10, 20, 30, 70]","[47, 8, 56]",0
51,17,43,20,80,10,20,30,70,64261,2021-06-27 09:12:41,"[20, 80, 10, 20, 30, 70]","[51, 17, 43]",1
39,8,67,20,80,10,20,30,70,55753,2021-06-25 17:50:01,"[20, 80, 10, 20, 30, 70]","[39, 8, 67]",0
38,22,55,20,80,10,20,30,70,65045,2021-06-12 13:13:22,"[20, 80, 10, 20, 30, 70]","[38, 22, 55]",0
61,13,42,20,80,10,20,30,70,26743,2021-06-26 18:49:34,"[20, 80, 10, 20, 30, 70]","[61, 13, 42]",1
35,10,77,20,80,10,20,30,70,27874,2021-06-29 17:55:37,"[20, 80, 10, 20, 30, 70]","[35, 10, 77]",0
19,5,74,20,80,10,20,30,70,46573,2021-06-21 18:09:37,"[20, 80, 10, 20, 30, 70]","[19, 5, 74]",0
52,5,65,20,80,10,20,30,70,19096,2021-06-23 13:33:19,"[20, 80, 10, 20, 30, 70]","[52, 5, 65]",0
57,11,31,20,80,10,20,30,70,70041,2021-06-10 09:26:50,"[20, 80, 10, 20, 30, 70]","[57, 11, 31]",1
26,12,76,20,80,10,20,30,70,43517,2021-06-17 18:08:37,"[20, 80, 10, 20, 30, 70]","[26, 12, 76]",0
40,7,51,20,80,10,20,30,70,71361,2021-06-12 16:29:21,"[20, 80, 10, 20, 30, 70]","[40, 7, 51]",0
50,24,33,20,80,10,20,30,70,73116,2021-06-18 11:01:54,"[20, 80, 10, 20, 30, 70]","[50, 24, 33]",0
32,18,69,20,80,10,20,30,70,27404,2021-06-17 15:28:29,"[20, 80, 10, 20, 30, 70]","[32, 18, 69]",1
55,24,43,20,80,10,20,30,70,27974,2021-06-10 14:16:16,"[20, 80, 10, 20, 30, 70]","[55, 24, 43]",0
27,5,51,20,80,10,20,30,70,76558,2021-06-20 11:18:47,"[20, 80, 10, 20, 30, 70]","[27, 5, 51]",0
78,12,54,20,80,10,20,30,70,29070,2021-06-14 15:46:49,"[20, 80, 10, 20, 30, 70]","[78, 12, 54]",1
44,5,75,20,80,10,20,30,70,55878,2021-06-18 13:43:40,"[20, 80, 10, 20, 30, 70]","[44, 5, 75]",0
41,14,65,20,80,10,20,30,70,31332,2021-06-16 13:45:13,"[20, 80, 10, 20, 30, 70]","[41, 14, 65]",1
39,22,78,20,80,10,20,30,70,45313,2021-06-24 08:50:47,"[20, 80, 10, 20, 30, 70]","[39, 22, 78]",0
85,22,80,20,80,10,20,30,70,14387,2021-06-18 18:13:20,"[20, 80, 10, 20, 30, 70]","[85, 22, 80]",0
79,16,36,20,80,10,20,30,70,37388,2021-06-14 08:49:49,"[20, 80, 10, 20, 30, 70]","[79, 16, 36]",1
31,21,29,20,80,10,20,30,70,68162,2021-06-19 09:42:08,"[20, 80, 10, 20, 30, 70]","[31, 21, 29]",0
45,8,47,20,80,10,20,30,70,64105,2021-06-13 12:44:08,"[20, 80, 10, 20, 30, 70]","[45, 8, 47]",0
60,11,52,20,80,10,20,30,70,19595,2021-06-12 17:41:30,"[20, 80, 10, 20, 30, 70]","[60, 11, 52]",1
55,8,60,20,80,10,20,30,70,30879,2021-06-28 13:36:04,"[20, 80, 10, 20, 30, 70]","[55, 8, 60]",0
82,5,59,20,80,10,20,30,70,33313,2021-06-16 14:31:39,"[20, 80, 10, 20, 30, 70]","[82, 5, 59]",0
33,24,41,20,80,10,20,30,70,62340,2021-06-25 17:08:49,"[20, 80, 10, 20, 30, 70]","[33, 24, 41]",0
65,13,78,20,80,10,20,30,70,28753,2021-06-20 17:41:00,"[20, 80, 10, 20, 30, 70]","[65, 13, 78]",0
34,15,36,20,80,10,20,30,70,28893,2021-06-13 16:27:42,"[20, 80, 10, 20, 30, 70]","[34, 15, 36]",1
40,22,58,20,80,10,20,30,70,64376,2021-06-27 15:05:58,"[20, 80, 10, 20, 30, 70]","[40, 22, 58]",0
30,21,33,20,80,10,20,30,70,48410,2021-06-17 13:12:17,"[20, 80, 10, 20, 30, 70]","[30, 21, 33]",0
24,6,73,20,80,10,20,30,70,56903,2021-06-15 16:48:59,"[20, 80, 10, 20, 30, 70]","[24, 6, 73]",0
53,22,44,20,80,10,20,30,70,83722,2021-06-15 08:05:18,"[20, 80, 10, 20, 30, 70]","[53, 22, 44]",0
62,22,37,20,80,10,20,30,70,73235,2021-06-24 16:13:26,"[20, 80, 10, 20, 30, 70]","[62, 22, 37]",0
54,10,77,20,80,10,20,30,70,21468,2021-06-24 17:21:49,"[20, 80, 10, 20, 30, 70]","[54, 10, 77]",0
39,12,30,20,80,10,20,30,70,59189,2021-06-21 16:04:56,"[20, 80, 10, 20, 30, 70]","[39, 12, 30]",1
38,20,51,20,80,10,20,30,70,16399,2021-06-10 10:51:28,"[20, 80, 10, 20, 30, 70]","[38, 20, 51]",1
49,16,58,20,80,10,20,30,70,49116,2021-06-19 09:22:56,"[20, 80, 10, 20, 30, 70]","[49, 16, 58]",1
73,21,62,20,80,10,20,30,70,21889,2021-06-22 09:12:22,"[20, 80, 10, 20, 30, 70]","[73, 21, 62]",0
38,16,52,20,80,10,20,30,70,22139,2021-06-17 09:10:02,"[20, 80, 10, 20, 30, 70]","[38, 16, 52]",1
40,20,78,20,80,10,20,30,70,10007,2021-06-22 10:51:50,"[20, 80, 10, 20, 30, 70]","[40, 20, 78]",0
57,13,32,20,80,10,20,30,70,35810,2021-06-25 15:50:35,"[20, 80, 10, 20, 30, 70]","[57, 13, 32]",1
21,22,62,20,80,10,20,30,70,34553,2021-06-18 18:16:33,"[20, 80, 10, 20, 30, 70]","[21, 22, 62]",0
64,21,37,20,80,10,20,30,70,53214,2021-06-25 12:16:00,"[20, 80, 10, 20, 30, 70]","[64, 21, 37]",0
73,12,71,20,80,10,20,30,70,60164,2021-06-16 15:48:06,"[20, 80, 10, 20, 30, 70]","[73, 12, 71]",0
35,14,54,20,80,10,20,30,70,81398,2021-06-23 10:05:14,"[20, 80, 10, 20, 30, 70]","[35, 14, 54]",1
75,11,44,20,80,10,20,30,70,17489,2021-06-16 11:04:56,"[20, 80, 10, 20, 30, 70]","[75, 11, 44]",1
62,6,74,20,80,10,20,30,70,34658,2021-06-19 18:46:28,"[20, 80, 10, 20, 30, 70]","[62, 6, 74]",0
38,5,68,20,80,10,20,30,70,34263,2021-06-13 15:00:09,"[20, 80, 10, 20, 30, 70]","[38, 5, 68]",0
31,5,67,20,80,10,20,30,70,11490,2021-06-22 14:08:22,"[20, 80, 10, 20, 30, 70]","[31, 5, 67]",0
42,21,69,20,80,10,20,30,70,75139,2021-06-16 10:41:59,"[20, 80, 10, 20, 30, 70]","[42, 21, 69]",0
53,15,77,20,80,10,20,30,70,30206,2021-06-26 11:25:36,"[20, 80, 10, 20, 30, 70]","[53, 15, 77]",0
84,22,71,20,80,10,20,30,70,10029,2021-06-23 16:05:55,"[20, 80, 10, 20, 30, 70]","[84, 22, 71]",0
53,15,42,20,80,10,20,30,70,16030,2021-06-25 09:59:34,"[20, 80, 10, 20, 30, 70]","[53, 15, 42]",1
49,8,44,20,80,10,20,30,70,63519,2021-06-22 12:14:12,"[20, 80, 10, 20, 30, 70]","[49, 8, 44]",0
24,18,77,20,80,10,20,30,70,72848,2021-06-24 15:39:32,"[20, 80, 10, 20, 30, 70]","[24, 18, 77]",0
49,25,29,20,80,10,20,30,70,86623,2021-06-28 16:53:44,"[20, 80, 10, 20, 30, 70]","[49, 25, 29]",0
75,9,67,20,80,10,20,30,70,47883,2021-06-26 18:59:34,"[20, 80, 10, 20, 30, 70]","[75, 9, 67]",0
20,18,29,20,80,10,20,30,70,13314,2021-06-19 10:29:06,"[20, 80, 10, 20, 30, 70]","[20, 18, 29]",0
48,9,65,20,80,10,20,30,70,47282,2021-06-25 10:55:57,"[20, 80, 10, 20, 30, 70]","[48, 9, 65]",0
61,23,77,20,80,10,20,30,70,24773,2021-06-29 17:55:33,"[20, 80, 10, 20, 30, 70]","[61, 23, 77]",0
17,25,36,20,80,10,20,30,70,69982,2021-06-25 14:58:27,"[20, 80, 10, 20, 30, 70]","[17, 25, 36]",0
77,19,60,20,80,10,20,30,70,40240,2021-06-26 14:05:57,"[20, 80, 10, 20, 30, 70]","[77, 19, 60]",1
28,21,59,20,80,10,20,30,70,37446,2021-06-16 14:50:22,"[20, 80, 10, 20, 30, 70]","[28, 21, 59]",0
36,24,75,20,80,10,20,30,70,79115,2021-06-26 17:16:22,"[20, 80, 10, 20, 30, 70]","[36, 24, 75]",0
62,16,30,20,80,10,20,30,70,86691,2021-06-28 17:19:46,"[20, 80, 10, 20, 30, 70]","[62, 16, 30]",1
69,21,71,20,80,10,20,30,70,51264,2021-06-19 12:28:50,"[20, 80, 10, 20, 30, 70]","[69, 21, 71]",0
27,25,38,20,80,10,20,30,70,72130,2021-06-28 17:19:20,"[20, 80, 10, 20, 30, 70]","[27, 25, 38]",0
74,24,53,20,80,10,20,30,70,34475,2021-06-21 09:53:27,"[20, 80, 10, 20, 30, 70]","[74, 24, 53]",0
50,7,40,20,80,10,20,30,70,69597,2021-06-11 10:40:28,"[20, 80, 10, 20, 30, 70]","[50, 7, 40]",0
74,25,30,20,80,10,20,30,70,51831,2021-06-24 11:17:37,"[20, 80, 10, 20, 30, 70]","[74, 25, 30]",0
51,23,56,20,80,10,20,30,70,67475,2021-06-21 12:16:07,"[20, 80, 10, 20, 30, 70]","[51, 23, 56]",0
26,25,49,20,80,10,20,30,70,25770,2021-06-28 12:16:43,"[20, 80, 10, 20, 30, 70]","[26, 25, 49]",0
80,16,77,20,80,10,20,30,70,38969,2021-06-15 18:29:44,"[20, 80, 10, 20, 30, 70]","[80, 16, 77]",0
24,14,63,20,80,10,20,30,70,68239,2021-06-15 17:33:01,"[20, 80, 10, 20, 30, 70]","[24, 14, 63]",1
64,18,45,20,80,10,20,30,70,58107,2021-06-20 08:45:44,"[20, 80, 10, 20, 30, 70]","[64, 18, 45]",1
59,5,39,20,80,10,20,30,70,43687,2021-06-22 18:44:06,"[20, 80, 10, 20, 30, 70]","[59, 5, 39]",0
53,18,36,20,80,10,20,30,70,17300,2021-06-20 11:49:24,"[20, 80, 10, 20, 30, 70]","[53, 18, 36]",1
34,6,42,20,80,10,20,30,70,66527,2021-06-24 15:12:19,"[20, 80, 10, 20, 30, 70]","[34, 6, 42]",0
52,8,61,20,80,10,20,30,70,57116,2021-06-24 17:56:47,"[20, 80, 10, 20, 30, 70]","[52, 8, 61]",0
57,19,75,20,80,10,20,30,70,36278,2021-06-17 18:43:54,"[20, 80, 10, 20, 30, 70]","[57, 19, 75]",0
31,22,68,20,80,10,20,30,70,69326,2021-06-26 16:05:50,"[20, 80, 10, 20, 30, 70]","[31, 22, 68]",0
70,20,46,20,80,10,20,30,70,59208,2021-06-19 11:36:26,"[20, 80, 10, 20, 30, 70]","[70, 20, 46]",1
47,21,29,20,80,10,20,30,70,65046,2021-06-25 16:29:38,"[20, 80, 10, 20, 30, 70]","[47, 21, 29]",0
26,25,38,20,80,10,20,30,70,65339,2021-06-11 15:28:13,"[20, 80, 10, 20, 30, 70]","[26, 25, 38]",0
54,12,55,20,80,10,20,30,70,75564,2021-06-22 10:16:48,"[20, 80, 10, 20, 30, 70]","[54, 12, 55]",1
81,14,42,20,80,10,20,30,70,30877,2021-06-10 18:04:40,"[20, 80, 10, 20, 30, 70]","[81, 14, 42]",0
43,16,62,20,80,10,20,30,70,24078,2021-06-20 13:23:51,"[20, 80, 10, 20, 30, 70]","[43, 16, 62]",1
67,13,78,20,80,10,20,30,70,56006,2021-06-28 12:17:19,"[20, 80, 10, 20, 30, 70]","[67, 13, 78]",0
27,22,34,20,80,10,20,30,70,49387,2021-06-21 10:49:45,"[20, 80, 10, 20, 30, 70]","[27, 22, 34]",0
77,18,46,20,80,10,20,30,70,81608,2021-06-16 13:50:53,"[20, 80, 10, 20, 30, 70]","[77, 18, 46]",1
82,11,73,20,80,10,20,30,70,47730,2021-06-28 08:53:56,"[20, 80, 10, 20, 30, 70]","[82, 11, 73]",0
66,10,64,20,80,10,20,30,70,81172,2021-06-11 09:52:41,"[20, 80, 10, 20, 30, 70]","[66, 10, 64]",1
37,25,31,20,80,10,20,30,70,16819,2021-06-29 17:50:16,"[20, 80, 10, 20, 30, 70]","[37, 25, 31]",0
67,20,38,20,80,10,20,30,70,42326,2021-06-29 13:17:38,"[20, 80, 10, 20, 30, 70]","[67, 20, 38]",1
47,18,68,20,80,10,20,30,70,58725,2021-06-27 12:57:41,"[20, 80, 10, 20, 30, 70]","[47, 18, 68]",1
54,15,46,20,80,10,20,30,70,15188,2021-06-29 08:48:21,"[20, 80, 10, 20, 30, 70]","[54, 15, 46]",1
59,17,63,20,80,10,20,30,70,66351,2021-06-12 10:30:55,"[20, 80, 10, 20, 30, 70]","[59, 17, 63]",1
36,9,71,20,80,10,20,30,70,14152,2021-06-21 13:56:35,"[20, 80, 10, 20, 30, 70]","[36, 9, 71]",0
55,12,63,20,80,10,20,30,70,88928,2021-06-18 11:16:27,"[20, 80, 10, 20, 30, 70]","[55, 12, 63]",1
24,7,66,20,80,10,20,30,70,59706,2021-06-19 13:20:10,"[20, 80, 10, 20, 30, 70]","[24, 7, 66]",0
63,24,33,20,80,10,20,30,70,11353,2021-06-10 12:42:42,"[20, 80, 10, 20, 30, 70]","[63, 24, 33]",0
44,9,31,20,80,10,20,30,70,38677,2021-06-23 09:06:36,"[20, 80, 10, 20, 30, 70]","[44, 9, 31]",0
33,11,51,20,80,10,20,30,70,68222,2021-06-10 11:32:02,"[20, 80, 10, 20, 30, 70]","[33, 11, 51]",1
45,11,54,20,80,10,20,30,70,33690,2021-06-11 12:41:47,"[20, 80, 10, 20, 30, 70]","[45, 11, 54]",1
81,7,52,20,80,10,20,30,70,34608,2021-06-13 08:08:10,"[20, 80, 10, 20, 30, 70]","[81, 7, 52]",0
15,8,57,20,80,10,20,30,70,82356,2021-06-24 17:10:28,"[20, 80, 10, 20, 30, 70]","[15, 8, 57]",0
30,13,58,20,80,10,20,30,70,37267,2021-06-10 09:27:44,"[20, 80, 10, 20, 30, 70]","[30, 13, 58]",1
31,19,43,20,80,10,20,30,70,45051,2021-06-21 08:22:51,"[20, 80, 10, 20, 30, 70]","[31, 19, 43]",1
64,8,44,20,80,10,20,30,70,84959,2021-06-23 15:39:17,"[20, 80, 10, 20, 30, 70]","[64, 8, 44]",0
32,23,34,20,80,10,20,30,70,74935,2021-06-28 16:57:27,"[20, 80, 10, 20, 30, 70]","[32, 23, 34]",0
78,9,63,20,80,10,20,30,70,39427,2021-06-19 18:14:27,"[20, 80, 10, 20, 30, 70]","[78, 9, 63]",0
73,19,56,20,80,10,20,30,70,76267,2021-06-12 17:16:40,"[20, 80, 10, 20, 30, 70]","[73, 19, 56]",1
37,16,55,20,80,10,20,30,70,40714,2021-06-13 09:42:22,"[20, 80, 10, 20, 30, 70]","[37, 16, 55]",1
30,7,80,20,80,10,20,30,70,24026,2021-06-29 13:01:44,"[20, 80, 10, 20, 30, 70]","[30, 7, 80]",0
84,7,42,20,80,10,20,30,70,29622,2021-06-13 11:48:18,"[20, 80, 10, 20, 30, 70]","[84, 7, 42]",0
24,11,66,20,80,10,20,30,70,44338,2021-06-19 11:32:44,"[20, 80, 10, 20, 30, 70]","[24, 11, 66]",1
63,12,29,20,80,10,20,30,70,38197,2021-06-29 18:33:08,"[20, 80, 10, 20, 30, 70]","[63, 12, 29]",0
51,21,73,20,80,10,20,30,70,88902,2021-06-28 10:12:09,"[20, 80, 10, 20, 30, 70]","[51, 21, 73]",0
52,20,33,20,80,10,20,30,70,35518,2021-06-23 14:14:11,"[20, 80, 10, 20, 30, 70]","[52, 20, 33]",1
64,24,45,20,80,10,20,30,70,47540,2021-06-13 10:03:21,"[20, 80, 10, 20, 30, 70]","[64, 24, 45]",0
16,20,62,20,80,10,20,30,70,66778,2021-06-10 12:09:02,"[20, 80, 10, 20, 30, 70]","[16, 20, 62]",0
26,16,59,20,80,10,20,30,70,82986,2021-06-18 08:19:12,"[20, 80, 10, 20, 30, 70]","[26, 16, 59]",1
28,16,36,20,80,10,20,30,70,17195,2021-06-22 11:28:45,"[20, 80, 10, 20, 30, 70]","[28, 16, 36]",1
53,16,54,20,80,10,20,30,70,81679,2021-06-12 12:08:34,"[20, 80, 10, 20, 30, 70]","[53, 16, 54]",1
58,14,50,20,80,10,20,30,70,54956,2021-06-22 09:16:53,"[20, 80, 10, 20, 30, 70]","[58, 14, 50]",1
26,16,62,20,80,10,20,30,70,48555,2021-06-16 17:06:02,"[20, 80, 10, 20, 30, 70]","[26, 16, 62]",1
67,15,76,20,80,10,20,30,70,69055,2021-06-26 11:10:44,"[20, 80, 10, 20, 30, 70]","[67, 15, 76]",0
68,17,67,20,80,10,20,30,70,52829,2021-06-14 14:34:01,"[20, 80, 10, 20, 30, 70]","[68, 17, 67]",1
73,12,61,20,80,10,20,30,70,68129,2021-06-10 18:03:25,"[20, 80, 10, 20, 30, 70]","[73, 12, 61]",1
77,5,69,20,80,10,20,30,70,20478,2021-06-21 15:11:21,"[20, 80, 10, 20, 30, 70]","[77, 5, 69]",0
85,17,42,20,80,10,20,30,70,45591,2021-06-29 10:50:58,"[20, 80, 10, 20, 30, 70]","[85, 17, 42]",0
68,23,65,20,80,10,20,30,70,13562,2021-06-19 16:05:37,"[20, 80, 10, 20, 30, 70]","[68, 23, 65]",0
23,25,36,20,80,10,20,30,70,61108,2021-06-17 11:49:47,"[20, 80, 10, 20, 30, 70]","[23, 25, 36]",0
67,15,47,20,80,10,20,30,70,80714,2021-06-10 10:49:41,"[20, 80, 10, 20, 30, 70]","[67, 15, 47]",1
60,17,69,20,80,10,20,30,70,86750,2021-06-29 11:56:16,"[20, 80, 10, 20, 30, 70]","[60, 17, 69]",1
64,22,48,20,80,10,20,30,70,49878,2021-06-17 08:09:33,"[20, 80, 10, 20, 30, 70]","[64, 22, 48]",0
32,18,41,20,80,10,20,30,70,24770,2021-06-11 15:53:37,"[20, 80, 10, 20, 30, 70]","[32, 18, 41]",1
48,23,58,20,80,10,20,30,70,85917,2021-06-17 10:01:24,"[20, 80, 10, 20, 30, 70]","[48, 23, 58]",0
73,10,56,20,80,10,20,30,70,18019,2021-06-28 08:23:43,"[20, 80, 10, 20, 30, 70]","[73, 10, 56]",1
54,14,76,20,80,10,20,30,70,74990,2021-06-18 09:28:47,"[20, 80, 10, 20, 30, 70]","[54, 14, 76]",0
20,5,59,20,80,10,20,30,70,65460,2021-06-25 11:31:47,"[20, 80, 10, 20, 30, 70]","[20, 5, 59]",0
32,16,79,20,80,10,20,30,70,63119,2021-06-23 13:27:00,"[20, 80, 10, 20, 30, 70]","[32, 16, 79]",0
48,15,55,20,80,10,20,30,70,21688,2021-06-25 17:26:20,"[20, 80, 10, 20, 30, 70]","[48, 15, 55]",1
55,20,68,20,80,10,20,30,70,24584,2021-06-12 12:47:53,"[20, 80, 10, 20, 30, 70]","[55, 20, 68]",1
41,18,58,20,80,10,20,30,70,10812,2021-06-22 17:16:08,"[20, 80, 10, 20, 30, 70]","[41, 18, 58]",1
84,7,58,20,80,10,20,30,70,58025,2021-06-19 15:26:03,"[20, 80, 10, 20, 30, 70]","[84, 7, 58]",0
67,16,39,20,80,10,20,30,70,80568,2021-06-21 18:56:17,"[20, 80, 10, 20, 30, 70]","[67, 16, 39]",1
29,24,35,20,80,10,20,30,70,74689,2021-06-25 08:34:17,"[20, 80, 10, 20, 30, 70]","[29, 24, 35]",0
62,11,60,20,80,10,20,30,70,26433,2021-06-14 15:17:26,"[20, 80, 10, 20, 30, 70]","[62, 11, 60]",1
20,5,43,20,80,10,20,30,70,38317,2021-06-28 13:20:05,"[20, 80, 10, 20, 30, 70]","[20, 5, 43]",0
42,7,33,20,80,10,20,30,70,24434,2021-06-15 17:42:05,"[20, 80, 10, 20, 30, 70]","[42, 7, 33]",0
42,25,55,20,80,10,20,30,70,56415,2021-06-17 17:47:43,"[20, 80, 10, 20, 30, 70]","[42, 25, 55]",0
17,14,78,20,80,10,20,30,70,27433,2021-06-23 09:18:24,"[20, 80, 10, 20, 30, 70]","[17, 14, 78]",0
68,5,52,20,80,10,20,30,70,23544,2021-06-10 11:03:45,"[20, 80, 10, 20, 30, 70]","[68, 5, 52]",0
45,18,34,20,80,10,20,30,70,57855,2021-06-26 13:10:55,"[20, 80, 10, 20, 30, 70]","[45, 18, 34]",1
50,13,47,20,80,10,20,30,70,49317,2021-06-11 14:44:15,"[20, 80, 10, 20, 30, 70]","[50, 13, 47]",1
38,21,43,20,80,10,20,30,70,14632,2021-06-16 09:45:16,"[20, 80, 10, 20, 30, 70]","[38, 21, 43]",0
37,21,48,20,80,10,20,30,70,68922,2021-06-22 12:13:37,"[20, 80, 10, 20, 30, 70]","[37, 21, 48]",0
70,5,39,20,80,10,20,30,70,74474,2021-06-20 17:58:39,"[20, 80, 10, 20, 30, 70]","[70, 5, 39]",0
72,14,48,20,80,10,20,30,70,60590,2021-06-19 18:41:13,"[20, 80, 10, 20, 30, 70]","[72, 14, 48]",1
78,17,61,20,80,10,20,30,70,10817,2021-06-29 14:01:18,"[20, 80, 10, 20, 30, 70]","[78, 17, 61]",1
38,7,55,20,80,10,20,30,70,50057,2021-06-27 18:25:17,"[20, 80, 10, 20, 30, 70]","[38, 7, 55]",0
34,16,66,20,80,10,20,30,70,57087,2021-06-28 14:32:43,"[20, 80, 10, 20, 30, 70]","[34, 16, 66]",1
66,25,38,20,80,10,20,30,70,10970,2021-06-15 17:36:55,"[20, 80, 10, 20, 30, 70]","[66, 25, 38]",0
84,12,28,20,80,10,20,30,70,20102,2021-06-15 14:15:52,"[20, 80, 10, 20, 30, 70]","[84, 12, 28]",0
46,15,62,20,80,10,20,30,70,29046,2021-06-17 12:03:35,"[20, 80, 10, 20, 30, 70]","[46, 15, 62]",1
76,14,51,20,80,10,20,30,70,60973,2021-06-18 11:09:48,"[20, 80, 10, 20, 30, 70]","[76, 14, 51]",1
19,19,79,20,80,10,20,30,70,73749,2021-06-22 09:42:26,"[20, 80, 10, 20, 30, 70]","[19, 19, 79]",0
45,17,53,20,80,10,20,30,70,83261,2021-06-29 15:07:55,"[20, 80, 10, 20, 30, 70]","[45, 17, 53]",1
74,11,54,20,80,10,20,30,70,46681,2021-06-24 11:24:45,"[20, 80, 10, 20, 30, 70]","[74, 11, 54]",1
17,17,56,20,80,10,20,30,70,42797,2021-06-28 11:09:44,"[20, 80, 10, 20, 30, 70]","[17, 17, 56]",0
60,8,63,20,80,10,20,30,70,16730,2021-06-29 11:21:00,"[20, 80, 10, 20, 30, 70]","[60, 8, 63]",0
80,24,36,20,80,10,20,30,70,61168,2021-06-13 12:54:39,"[20, 80, 10, 20, 30, 70]","[80, 24, 36]",0
27,17,43,20,80,10,20,30,70,56541,2021-06-29 09:47:41,"[20, 80, 10, 20, 30, 70]","[27, 17, 43]",1
80,15,50,20,80,10,20,30,70,80748,2021-06-29 08:59:55,"[20, 80, 10, 20, 30, 70]","[80, 15, 50]",1
17,23,80,20,80,10,20,30,70,31509,2021-06-25 08:03:18,"[20, 80, 10, 20, 30, 70]","[17, 23, 80]",0
85,20,53,20,80,10,20,30,70,22351,2021-06-25 09:55:54,"[20, 80, 10, 20, 30, 70]","[85, 20, 53]",0
27,20,78,20,80,10,20,30,70,68943,2021-06-27 15:56:34,"[20, 80, 10, 20, 30, 70]","[27, 20, 78]",0
78,10,28,20,80,10,20,30,70,48952,2021-06-18 16:11:04,"[20, 80, 10, 20, 30, 70]","[78, 10, 28]",0
46,25,56,20,80,10,20,30,70,71085,2021-06-16 15:07:35,"[20, 80, 10, 20, 30, 70]","[46, 25, 56]",0
23,25,74,20,80,10,20,30,70,72350,2021-06-20 15:13:39,"[20, 80, 10, 20, 30, 70]","[23, 25, 74]",0
33,14,78,20,80,10,20,30,70,83463,2021-06-13 12:52:26,"[20, 80, 10, 20, 30, 70]","[33, 14, 78]",0
54,11,63,20,80,10,20,30,70,25067,2021-06-22 13:30:40,"[20, 80, 10, 20, 30, 70]","[54, 11, 63]",1
81,10,38,20,80,10,20,30,70,37230,2021-06-24 10:45:15,"[20, 80, 10, 20, 30, 70]","[81, 10, 38]",0
15,14,71,20,80,10,20,30,70,61731,2021-06-14 14:45:49,"[20, 80, 10, 20, 30, 70]","[15, 14, 71]",0
20,6,51,20,80,10,20,30,70,41353,2021-06-19 10:10:07,"[20, 80, 10, 20, 30, 70]","[20, 6, 51]",0
41,22,28,20,80,10,20,30,70,59143,2021-06-20 17:28:36,"[20, 80, 10, 20, 30, 70]","[41, 22, 28]",0
77,9,44,20,80,10,20,30,70,62791,2021-06-28 08:09:22,"[20, 80, 10, 20, 30, 70]","[77, 9, 44]",0
72,20,59,20,80,10,20,30,70,64796,2021-06-19 14:12:08,"[20, 80, 10, 20, 30, 70]","[72, 20, 59]",1
70,21,59,20,80,10,20,30,70,15926,2021-06-21 11:54:31,"[20, 80, 10, 20, 30, 70]","[70, 21, 59]",0
28,5,66,20,80,10,20,30,70,78753,2021-06-27 11:54:57,"[20, 80, 10, 20, 30, 70]","[28, 5, 66]",0
19,19,31,20,80,10,20,30,70,63389,2021-06-22 14:15:10,"[20, 80, 10, 20, 30, 70]","[19, 19, 31]",0
29,10,77,20,80,10,20,30,70,26286,2021-06-24 18:40:57,"[20, 80, 10, 20, 30, 70]","[29, 10, 77]",0
56,13,35,20,80,10,20,30,70,67209,2021-06-24 16:12:14,"[20, 80, 10, 20, 30, 70]","[56, 13, 35]",1
